tipo_plano|nome_plano|ods|nome_ods|eixo|numero_meta|texto_meta|indicador|descricao|variaveis|calculo|informacao|padrao
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.2|Até 2030, garantir que todos os meninos e meninas tenham acesso a um desenvolvimento de qualidade na primeira infância, cuidados e educação pré-escolar, de modo que eles estejam prontos para o ensino primário.|Educação em tempo integral nas creches|Percentual de alunos de creches da rede municipal com educação em tempo integral sobre o total de alunos de creches da rede municipal (urbana + rural).|77, 4034|4034 / 77 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.2|Até 2030, garantir que todos os meninos e meninas tenham acesso a um desenvolvimento de qualidade na primeira infância, cuidados e educação pré-escolar, de modo que eles estejam prontos para o ensino primário.|Demanda atendida em creches|Percentual de matrículas efetuadas em creches sobre o total de inscritos (matrículas + demanda não atendida).|77, 78|77 / 78 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.3|Até 2030, assegurar a igualdade de acesso para todos os homens e mulheres à educação técnica, profissional e superior de qualidade, a preços acessíveis, incluindo universidade.|Razão entre as taxas de escolarização por gênero: ensino técnico|Razão entre as taxas de escolarização de mulheres e homens por nível de ensino (técnico-profissional e superior).|4206|4206||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.3|Até 2030, assegurar a igualdade de acesso para todos os homens e mulheres à educação técnica, profissional e superior de qualidade, a preços acessíveis, incluindo universidade.|Razão entre as taxas de escolarização por gênero: ensino profissional|Razão entre as taxas de escolarização de mulheres e homens por nível de ensino (técnico-profissional e superior).|4207|4207||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.3|Até 2030, assegurar a igualdade de acesso para todos os homens e mulheres à educação técnica, profissional e superior de qualidade, a preços acessíveis, incluindo universidade.|Razão entre as taxas de escolarização por gênero: ensino superior|Razão entre as taxas de escolarização de mulheres e homens por nível de ensino (técnico-profissional e superior).|4208|4208||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.4|Até 2030, aumentar substancialmente o número de jovens e adultos com habilidades relevantes, inclusive competências técnicas e profissionais, para emprego, trabalho decente e empreendedorismo.|Ensino superior concluído|Percentual de pessoas de 25 anos ou mais, com ensino superior concluído sobre o total de pessoas nesta faixa etária.|53, 75|75 / 53 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.4|Até 2030, aumentar substancialmente o número de jovens e adultos com habilidades relevantes, inclusive competências técnicas e profissionais, para emprego, trabalho decente e empreendedorismo.|Jovens com ensino médio concluído até os 19 anos de idade|Percentual de jovens com ensino médio concluído até 19 anos sobre o total da população nesta faixa etária.|266, 267|266 / 267 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.4|Até 2030, aumentar substancialmente o número de jovens e adultos com habilidades relevantes, inclusive competências técnicas e profissionais, para emprego, trabalho decente e empreendedorismo.|Educação de Jovens e Adultos (EJA) integrada à educação profissional|Percentual de matrículas de Educação de Jovens e Adultos (EJA) na forma integrada à educação profissional sobre o número total de matrículas.|4026, 4033|4026 / 4033 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.5|Até 2030, eliminar as disparidades de gênero na educação e garantir a igualdade de acesso a todos os níveis de educação e formação profissional para os mais vulneráveis​​, incluindo as pessoas com deficiência, povos indígenas e as crianças em situação de vulnerabilidade.|Diversidade sociocultural no ensino municipal|Percentual de escolas da rede municipal que implementam as leis 10.639 e 11.645 para atendimento à diversidade sociocultural (quilombola ou indígena) sobre o número total de escolas do município.|263, 4020|4020 / 263 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.5|Até 2030, eliminar as disparidades de gênero na educação e garantir a igualdade de acesso a todos os níveis de educação e formação profissional para os mais vulneráveis​​, incluindo as pessoas com deficiência, povos indígenas e as crianças em situação de vulnerabilidade.|Alunos com deficiência na rede regular de ensino|Percentual de alunos com deficiência e transtornos globais do desenvolvimento matriculados em classes comuns na rede regular de ensino sobre o total de alunos da rede regular de ensino.|3979, 3980|3979 / 3980 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.6|Até 2030, garantir que todos os jovens (e uma substancial proporção dos adultos, homens e mulheres) estejam alfabetizados e tenham adquirido o conhecimento básico de matemática e português (adaptada para o Brasil).|Analfabetismo na população com 15 anos ou mais|Percentual da população analfabeta com 15 anos ou mais sobre o total da população nesta faixa etária.|49, 225|225 / 49 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.6|Até 2030, garantir que todos os jovens (e uma substancial proporção dos adultos, homens e mulheres) estejam alfabetizados e tenham adquirido o conhecimento básico de matemática e português (adaptada para o Brasil).|Prova Brasil - Língua portuguesa: anos iniciais|A Avaliação Nacional do Rendimento Escolar - Anresc (também denominada "Prova Brasil"): trata-se de uma avaliação censitária envolvendo os alunos do 5º ano e 9º ano do ensino fundamental das escolas públicas das redes municipais, estaduais e federal, com o objetivo de avaliar a qualidade do ensino ministrado nas escolas públicas.|4194|4194||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.6|Até 2030, garantir que todos os jovens (e uma substancial proporção dos adultos, homens e mulheres) estejam alfabetizados e tenham adquirido o conhecimento básico de matemática e português (adaptada para o Brasil).|Prova Brasil - Matemática: anos iniciais|A Avaliação Nacional do Rendimento Escolar - Anresc (também denominada "Prova Brasil"): trata-se de uma avaliação censitária envolvendo os alunos do 5º ano e 9º ano do ensino fundamental das escolas públicas das redes municipais, estaduais e federal, com o objetivo de avaliar a qualidade do ensino ministrado nas escolas públicas.|4195|4195||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.6|Até 2030, garantir que todos os jovens (e uma substancial proporção dos adultos, homens e mulheres) estejam alfabetizados e tenham adquirido o conhecimento básico de matemática e português (adaptada para o Brasil).|Prova Brasil - Matemática: anos finais|A Avaliação Nacional do Rendimento Escolar - Anresc (também denominada "Prova Brasil"): trata-se de uma avaliação censitária envolvendo os alunos do 5º ano e 9º ano do ensino fundamental das escolas públicas das redes municipais, estaduais e federal, com o objetivo de avaliar a qualidade do ensino ministrado nas escolas públicas.|4290|4290||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.6|Até 2030, garantir que todos os jovens (e uma substancial proporção dos adultos, homens e mulheres) estejam alfabetizados e tenham adquirido o conhecimento básico de matemática e português (adaptada para o Brasil).|Prova Brasil - Língua portuguesa: anos finais|A Avaliação Nacional do Rendimento Escolar - Anresc (também denominada "Prova Brasil"): trata-se de uma avaliação censitária envolvendo os alunos do 5º ano e 9º ano do ensino fundamental das escolas públicas das redes municipais, estaduais e federal, com o objetivo de avaliar a qualidade do ensino ministrado nas escolas públicas.|4291|4291||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.6|Até 2030, garantir que todos os jovens (e uma substancial proporção dos adultos, homens e mulheres) estejam alfabetizados e tenham adquirido o conhecimento básico de matemática e português (adaptada para o Brasil).|Analfabetismo funcional da população|Percentual da população que tem escolaridade de até 3 anos de estudo sobre o total da população.|19, 3983|3983 / 19 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Cultura para a Sustentabilidade|4.7|Até 2030, garantir que todos os alunos adquiram conhecimentos e habilidades necessárias para promover o desenvolvimento sustentável, inclusive, entre outros, por meio da educação para o desenvolvimento sustentável e estilos de vida sustentáveis, direitos humanos, igualdade de gênero, promoção de uma cultura de paz e não-violência, cidadania global, e valorização da diversidade cultural e da contribuição da cultura para o desenvolvimento sustentável.|Centros culturais, casas e espaços de cultura|Número de centros culturais, espaços e casas de cultura, públicos e privados, por 10 mil habitantes.|19, 249|249 / 19 x [10000]|Devem ser considerados no indicador os centros culturais, casas e espaços de culturas públicos e privados.|True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Cultura para a Sustentabilidade|4.7|Até 2030, garantir que todos os alunos adquiram conhecimentos e habilidades necessárias para promover o desenvolvimento sustentável, inclusive, entre outros, por meio da educação para o desenvolvimento sustentável e estilos de vida sustentáveis, direitos humanos, igualdade de gênero, promoção de uma cultura de paz e não-violência, cidadania global, e valorização da diversidade cultural e da contribuição da cultura para o desenvolvimento sustentável.|Campanhas de educação cidadã|Percentual de recursos destinados às campanhas de educação cidadã, em relação ao total da verba destinada à comunicação/publicidade do município.|247, 248|247 / 248 x [100]|Devemos considerar campanhas de educação cidadã todas as campanhas que são feitas para orientar e incentivar a população sobre determinados temas, por exemplo, campanhas sobre reciclagem, compostagem, leis de trânsito (faixas de pedestres) etc.|True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.7|Até 2030, garantir que todos os alunos adquiram conhecimentos e habilidades necessárias para promover o desenvolvimento sustentável, inclusive, entre outros, por meio da educação para o desenvolvimento sustentável e estilos de vida sustentáveis, direitos humanos, igualdade de gênero, promoção de uma cultura de paz e não-violência, cidadania global, e valorização da diversidade cultural e da contribuição da cultura para o desenvolvimento sustentável.|Acesso à internet nas escolas dos ensinos fundamental e médio|Percentual de escolas do ensino fundamental e médio com acesso à internet sobre o total de escolas públicas.|263, 264|264 / 263 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.7|Até 2030, garantir que todos os alunos adquiram conhecimentos e habilidades necessárias para promover o desenvolvimento sustentável, inclusive, entre outros, por meio da educação para o desenvolvimento sustentável e estilos de vida sustentáveis, direitos humanos, igualdade de gênero, promoção de uma cultura de paz e não-violência, cidadania global, e valorização da diversidade cultural e da contribuição da cultura para o desenvolvimento sustentável.|Escolas com conselhos ativos|Percentual de escolas públicas com conselhos escolares ativos sobre o total de escolas.|263, 4046|4046 / 263 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.7|Até 2030, garantir que todos os alunos adquiram conhecimentos e habilidades necessárias para promover o desenvolvimento sustentável, inclusive, entre outros, por meio da educação para o desenvolvimento sustentável e estilos de vida sustentáveis, direitos humanos, igualdade de gênero, promoção de uma cultura de paz e não-violência, cidadania global, e valorização da diversidade cultural e da contribuição da cultura para o desenvolvimento sustentável.|Escolas com temas transversais nos parâmetros curriculares|Percentual das escolas com educação para o desenvolvimento sustentável, direitos humanos, igualdade de gênero, não-violência de forma transversal, nos parâmetros curriculares do município sobre o total de escolas do município.|263, 4049|4049 / 263 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Cultura para a Sustentabilidade|4.7|Até 2030, garantir que todos os alunos adquiram conhecimentos e habilidades necessárias para promover o desenvolvimento sustentável, inclusive, entre outros, por meio da educação para o desenvolvimento sustentável e estilos de vida sustentáveis, direitos humanos, igualdade de gênero, promoção de uma cultura de paz e não-violência, cidadania global, e valorização da diversidade cultural e da contribuição da cultura para o desenvolvimento sustentável.|Escolas da rede municipal que abrem aos finais de semana para a comunidade|Percentual de escolas da rede municipal que participam de programas, projetos e/ou iniciativas (como o Programa Escola Aberta) que incentivam a abertura do espaço escolar aos sábados e/ou domingos para a comunidade escolar e para a população do entorno, com atividades educativas, culturais, recreativas, religiosas, esportivas e/ou de formação inicial para o trabalho, com o objetivo de favorecer novas práticas de aprendizagem e proporcionar oportunidades de promoção e de exercício da cidadania, de acordo com demandas e necessidades locais sobre o total de escolas.|263, 4050|4050 / 263 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.7|Até 2030, garantir que todos os alunos adquiram conhecimentos e habilidades necessárias para promover o desenvolvimento sustentável, inclusive, entre outros, por meio da educação para o desenvolvimento sustentável e estilos de vida sustentáveis, direitos humanos, igualdade de gênero, promoção de uma cultura de paz e não-violência, cidadania global, e valorização da diversidade cultural e da contribuição da cultura para o desenvolvimento sustentável.|Educação em tempo integral no Ensino Fundamental – anos finais|Percentual de alunos do ensino fundamental (anos finais) da rede municipal com educação em tempo integral sobre o total de alunos do ensino fundamental da rede municipal (urbana + rural).|4036, 4037|4036 / 4037 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.7|Até 2030, garantir que todos os alunos adquiram conhecimentos e habilidades necessárias para promover o desenvolvimento sustentável, inclusive, entre outros, por meio da educação para o desenvolvimento sustentável e estilos de vida sustentáveis, direitos humanos, igualdade de gênero, promoção de uma cultura de paz e não-violência, cidadania global, e valorização da diversidade cultural e da contribuição da cultura para o desenvolvimento sustentável.|Educação em tempo integral no Ensino Fundamental – anos iniciais|Percentual de alunos do ensino fundamental (anos iniciais) da rede municipal com educação em tempo integral sobre o total de alunos do ensino fundamental da rede municipal (urbana + rural).|4038, 4039|4038 / 4039 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.a|Construir e melhorar instalações físicas para educação apropriadas para crianças e sensíveis às deficiências e ao gênero e que proporcionem ambientes de aprendizagem seguros e não violentos, includentes e eficazes para todos.|Escolas com dependências adequadas a pessoas com deficiência|Percentual de escolas que possuem banheiros, dependências e vias adequadas a pessoas com deficiência e mobilidade reduzida sobre o total de escolas no município.|263, 4047|4047 / 263 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.a|Construir e melhorar instalações físicas para educação apropriadas para crianças e sensíveis às deficiências e ao gênero e que proporcionem ambientes de aprendizagem seguros e não violentos, includentes e eficazes para todos.|Escolas com recursos para Atendimento Educacional Especializado|Percentual de escolas com salas de recursos multifuncionais para AEE (Atendimento Educacional Especializado) sobre o total de escolas no município.|263, 4048|4048 / 263 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.a|Construir e melhorar instalações físicas para educação apropriadas para crianças e sensíveis às deficiências e ao gênero e que proporcionem ambientes de aprendizagem seguros e não violentos, includentes e eficazes para todos.|Alunos com acesso à quadra esportiva (coberta e descoberta)|Percentual de alunos da rede pública com acesso à quadra esportiva (coberta ou descoberta) sobre o total de alunos da rede pública.|3977, 3978|3977 / 3978 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.a|Construir e melhorar instalações físicas para educação apropriadas para crianças e sensíveis às deficiências e ao gênero e que proporcionem ambientes de aprendizagem seguros e não violentos, includentes e eficazes para todos.|Alunos, professores e funcionários vítimas de violência no ambiente escolar|Percentual de alunos, professores e funcionários vítimas de violência no ambiente escolar sobre o total de alunos, professores e funcionários.|3981, 3982|3981 / 3982 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.c|Até 2030, substancialmente, aumentar o contingente de professores qualificados, inclusive por meio da cooperação internacional para a formação de professores, nos países em desenvolvimento, especialmente os países menos desenvolvidos e SIDS.|Professores com formação em nível superior|Percentual de professores da rede pública com formação em nível superior sobre o total de professores da rede pública.|4182, 4183|4182 / 4183 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.c|Até 2030, substancialmente, aumentar o contingente de professores qualificados, inclusive por meio da cooperação internacional para a formação de professores, nos países em desenvolvimento, especialmente os países menos desenvolvidos e SIDS.|Professores com licenciatura|Percentual de professores nos anos finais do ensino fundamental e no ensino médio da rede pública com licenciatura nas áreas em que atuam sobre o total de professores nos anos finais do ensino fundamental e no ensino médio da rede pública.|4184, 4185|4184 / 4185 x [100]||True
Setorial|Plano Municipal de Educação|4|Educação de qualidade|Educação para a Sustentabilidade e Qualidade de Vida|4.c|Até 2030, substancialmente, aumentar o contingente de professores qualificados, inclusive por meio da cooperação internacional para a formação de professores, nos países em desenvolvimento, especialmente os países menos desenvolvidos e SIDS.|Professores da educação básica com formação em educação especial|Percentual de professores da educação básica com formação em educação especial sobre o total de professores.|4186, 4187|4186 / 4187 x [100]||True
||5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.2|Eliminar todas as formas de violência contra todas as mulheres e meninas nas esferas públicas e privadas, incluindo o tráfico e exploração sexual e de outros tipos.|Homicídios de mulheres|Taxa de homicídio de mulheres por 10 mil mulheres.|222, 4067|4067 / 222 x [10000]||True
Setorial|GOVERNANÇA|5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.2|Eliminar todas as formas de violência contra todas as mulheres e meninas nas esferas públicas e privadas, incluindo o tráfico e exploração sexual e de outros tipos.|Notificações de violência contra mulheres e meninas|Notificações de violência contra mulheres e meninas registradas no município.|3955|3955|A Lei Maria da Penha, decretada em 2006, cria mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher e estabelece medidas de assistência e proteção às mulheres que denunciarem estar em situação de violência doméstica e familiar. Fonte: Presidência da República/Casa Civil/Subchefia para Assuntos Jurídicos|True
Setorial|Plano Municipal de Segurança Pública|5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.2|Eliminar todas as formas de violência contra todas as mulheres e meninas nas esferas públicas e privadas, incluindo o tráfico e exploração sexual e de outros tipos.|Negligência e abandono de crianças e adolescentes|Casos de negligência e abandono de crianças e adolescentes registrados no município.|3958|3958||True
Setorial|GOVERNANÇA|5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.2|Eliminar todas as formas de violência contra todas as mulheres e meninas nas esferas públicas e privadas, incluindo o tráfico e exploração sexual e de outros tipos.|Notificações de estupros sofridos por mulheres|Notificações de estupros sofridos por mulheres registrados no município.|3959|3959||True
Setorial|Plano Municipal de Segurança Pública|5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.2|Eliminar todas as formas de violência contra todas as mulheres e meninas nas esferas públicas e privadas, incluindo o tráfico e exploração sexual e de outros tipos.|Crimes sexuais|Crimes sexuais (estupro e atentado violento ao pudor), por 10 mil habitantes.|19, 281|281 / 19 x [10000]||True
Setorial|Plano Municipal de Desenvolvimento Econômico|5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.5|Garantir a participação plena e efetiva das mulheres e a igualdade de oportunidades para a liderança em todos os níveis de tomada de decisão na vida política, econômica e pública.|Rendimento médio real por gênero|Razão do rendimento médio real das mulheres sobre o rendimento médio real dos homens.|4122, 4124|4122 / 4124||True
Setorial|GOVERNANÇA|5|Igualdade de gênero|Governança|5.5|Garantir a participação plena e efetiva das mulheres e a igualdade de oportunidades para a liderança em todos os níveis de tomada de decisão na vida política, econômica e pública.|Mulheres em cargos gerencias no governo do município|Percentual de mulheres em cargos gerenciais no governo do município sobre o total de pessoas em cargos gerenciais no governo do município.|3952, 3953|3952 / 3953 x [100]||True
Setorial|Plano Municipal de Segurança Pública|5|Igualdade de gênero|Governança|5.5|Garantir a participação plena e efetiva das mulheres e a igualdade de oportunidades para a liderança em todos os níveis de tomada de decisão na vida política, econômica e pública.|Mulheres no comando das secretarias do governo municipal|Percentual de mulheres no comando das secretarias do governo municipal sobre o total de secretários do governo municipal.|3956, 3957|3956 / 3957 x [100]||True
Setorial|Plano Municipal de Segurança Pública|5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.5|Garantir a participação plena e efetiva das mulheres e a igualdade de oportunidades para a liderança em todos os níveis de tomada de decisão na vida política, econômica e pública.|Mulheres jovens de 15 a 24 anos de idade que não estudam nem trabalham|Percentual de mulheres jovens de 15 a 24 anos de idade que não estudam nem trabalham sobre o total de mulheres nessa faixa etária.|4102, 4103|4102 / 4103 x [100]||True
Setorial|Plano Municipal de Segurança Pública|5|Igualdade de gênero|Governança|5.5|Garantir a participação plena e efetiva das mulheres e a igualdade de oportunidades para a liderança em todos os níveis de tomada de decisão na vida política, econômica e pública.|Presença de vereadoras na Câmara Municipal|Percentual de vereadoras na Câmara Municipal sobre o total de vereadores.|4175, 4176|4175 / 4176 x [100]||True
Setorial|GOVERNANÇA|5|Igualdade de gênero|Ação Local para a Saúde|5.6|Assegurar o acesso universal à saúde sexual e reprodutiva e aos direitos reprodutivos, como acordado em conformidade com o Programa de Ação da CIPD e da Plataforma de Ação de Pequim e os documentos resultantes de suas conferências de revisão.|Estabelecimentos que realizam interrupção voluntária de gravidez segundo a lei|Número de estabelecimentos de saúde cadastrados no SUS que realizam procedimentos para a interrupção voluntária de gravidez para casos previstos em lei.|4053|4053||True
Setorial|Plano Municipal de Desenvolvimento Econômico|5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.a|Empreender reformas para dar às mulheres direitos iguais aos recursos econômicos, bem como o acesso à propriedade e controle sobre a terra e outras formas de propriedade, serviços financeiros, herança e os recursos naturais, de acordo com as leis nacionais.|Políticas habitacionais municipais com critério de gênero|Percentual de imóveis e propriedades rurais entregues via política habitacional e reforma agrária, que tenham a mulher como proprietária, sobre o total de imóveis e propriedades rurais entregues.|4148, 4150|4148 / 4150 x [100]||True
Setorial|Plano Municipal de Desenvolvimento Econômico|5|Igualdade de gênero|Equidade, Justiça Social e Cultura de Paz|5.c|Adotar e fortalecer políticas sólidas e uma legislação exequível para a promoção da igualdade de gênero e o empoderamento de todas as mulheres e meninas, em todos os níveis.|Recursos alocados para promoção da igualdade de gênero|Percentual de recursos alocados na LOA (Lei Orçamento Anual) para políticas de promoção da equidade de gênero sobre o total do orçamento do município.|312, 4114|4114 / 312 x [100]||True
Setorial|Plano Municipal de Saneamento|6|Água potável e saneamento|Bens Naturais Comuns|6.1|Até 2030, alcançar o acesso universal e equitativo à água potável, segura e acessível para todos.|Acesso permanente e sustentável à água potável|Porcentagem de domicílios atendidos pelo abastecimento público de água potável sobre o total de domicílios do município.|55, 64|64 / 55 x [100]||True
Setorial|Plano Municipal de Saneamento|6|Água potável e saneamento|Consumo Responsável e Opções de Estilo de Vida|6.1|Até 2030, alcançar o acesso universal e equitativo à água potável, segura e acessível para todos.|Consumo de água per capita|Média mensal de consumo de água (indústria, comércio, agricultura e doméstico), estimado, em metros cúbicos (m³), por habitante.|19, 66|66 / 19 x [30]||True
Setorial|Plano Municipal de Saneamento|6|Água potável e saneamento|Bens Naturais Comuns|6.2|Até 2030, alcançar o acesso a saneamento e higiene adequados e equitativos para todos, e acabar com a defecação a céu aberto, com especial atenção para as necessidades das mulheres e meninas e daqueles em situação de vulnerabilidade.|Esgoto que não recebe nenhum tipo de tratamento|Percentual de esgoto que não recebe nenhum tipo de tratamento sobre o total de esgoto gerado.|241, 321|(321 - 241) / 321 x [100]||True
Setorial|Plano Municipal de Saneamento|6|Água potável e saneamento|Bens Naturais Comuns|6.2|Até 2030, alcançar o acesso a saneamento e higiene adequados e equitativos para todos, e acabar com a defecação a céu aberto, com especial atenção para as necessidades das mulheres e meninas e daqueles em situação de vulnerabilidade.|Percentual de domicílios sem ligação com a rede de esgoto|Percentual de domicílios urbanos sem ligação com a rede de esgoto sobre o total de domicílios.|55, 65|65 / 55 x [100]||True
Setorial|Plano Municipal de Saneamento|6|Água potável e saneamento|Bens Naturais Comuns|6.3|Até 2030, melhorar a qualidade da água, reduzindo a poluição, eliminando despejo e minimizando a liberação de produtos químicos e materiais perigosos, reduzindo à metade a proporção de águas residuais não tratadas, e aumentando substancialmente a reciclagem e reutilização segura globalmente.|Rios e córregos classificados com, pelo menos, "bom estado" segundo critérios oficiais|Percentual dos rios e córregos classificados, pelo menos, com "bom" estado (segundo a classificação oficial) sobre o total de rios e córregos do município.|4125, 4126|4125 / 4126 x [100]||True
Setorial|Plano Municipal de Saneamento|6|Água potável e saneamento|Bens Naturais Comuns|6.4|Até 2030, aumentar substancialmente a eficiência do uso da água em todos os setores e assegurar retiradas sustentáveis e o abastecimento de água doce para enfrentar a escassez de água, além de reduzir substancialmente o número de pessoas que sofrem com a escassez de água.|Perda de água tratada|Percentual de perda de água no sistema de abastecimento sobre o total de água tratada.|63, 320|63 / 320 x [100]||True
Setorial|Plano Municipal de Saneamento|6|Água potável e saneamento|Bens Naturais Comuns|6.6|Até 2020, proteger e restaurar ecossistemas relacionados com a água, incluindo montanhas, florestas, zonas úmidas, rios, aquíferos e lagos.|Áreas de mananciais protegidas|Percentual de áreas de mananciais protegidas sobre a área total do município.|27, 3985|3985 / 27 x [100]||True
Setorial|Plano Municipal de Eficiência Energética|7|Energia limpa e acessível|Do Local para o Global|7.1|Até 2030, assegurar o acesso universal, confiável, moderno e a preços acessíveis aos serviços de energia.|Domicílios com acesso à energia elétrica|Percentual de domicílios com acesso à energia elétrica sobre o total de domicílios do município.|55, 4022|4022 / 55 x [100]||True
Setorial|Plano Municipal de Eficiência Energética|7|Energia limpa e acessível|Consumo Responsável e Opções de Estilo de Vida|7.3|Dobrar a taxa global de melhoria da eficiência energética até 2030.|Consumo de eletricidade per capita|Média mensal de eletricidade consumida, em kwh, por habitante, por mês.|19, 70|70 / 19 / [12]||True
Setorial|Plano Municipal de Desenvolvimento Econômico|8|Trabalho decente e crescimento econômico|Economia Local Dinâmica, Criativa e Sustentável|8.1|Sustentar o crescimento econômico per capita, de acordo com as circunstâncias nacionais, em particular, de pelo menos um crescimento anual de 7% do PIB nos países menos desenvolvidos.|PIB do município|Produto Interno Bruto do município.|255|255||True
Setorial|Plano Municipal de Desenvolvimento Econômico|8|Trabalho decente e crescimento econômico|Economia Local Dinâmica, Criativa e Sustentável|8.1|Sustentar o crescimento econômico per capita, de acordo com as circunstâncias nacionais, em particular, de pelo menos um crescimento anual de 7% do PIB nos países menos desenvolvidos.|PIB municipal per capita|Produto Interno Bruto municipal per capita.|9, 255|255 / 9||True
Setorial|Plano Municipal de Desenvolvimento Econômico|8|Trabalho decente e crescimento econômico|Economia Local Dinâmica, Criativa e Sustentável|8.2|Atingir níveis mais elevados de produtividade das economias, por meio da diversificação, modernização tecnológica e inovação, inclusive por meio de um foco em setores de alto valor agregado e intensivos em mão-de-obra.|Orçamento municipal investido em ciência e tecnologia|Percentual do orçamento municipal investido em ciência e tecnologia sobre o total do orçamento municipal.|312, 3964|3964 / 312 x [100]||True
Setorial|Plano Municipal de Desenvolvimento Econômico|8|Trabalho decente e crescimento econômico|Economia Local Dinâmica, Criativa e Sustentável|8.2|Atingir níveis mais elevados de produtividade das economias, por meio da diversificação, modernização tecnológica e inovação, inclusive por meio de um foco em setores de alto valor agregado e intensivos em mão-de-obra.|Modernização tecnológica e inovação na administração municipal|Percentual do orçamento investido em modernização tecnológica e inovação na administração municipal sobre o total do orçamento municipal.|312, 4094|4094 / 312 x [100]||True
Setorial|Plano Municipal de Desenvolvimento Econômico|8|Trabalho decente e crescimento econômico|Economia Local Dinâmica, Criativa e Sustentável|8.3|Promover políticas orientadas para o desenvolvimento, que apoiem as atividades produtivas, geração de emprego decente, empreendedorismo, criatividade e inovação, e incentivar a formalização e o crescimento das micro, pequenas e médias empresas, inclusive por meio do acesso a serviços financeiros.|Desemprego|Taxa média de desemprego no município.|72|72||True
